Category Name,Average Sales Rank
Teenagers,454921.1666666667
General,455206.85714285716
General,455257.5714285714
General,455257.5714285714
Waves & Wave Mechanics,455340.3333333333
Waves & Wave Mechanics,455340.3333333333
General,455640.8
"Bukowski, Charles",455656.0
Victorian,455770.0
Family Travel,455959.6666666667
Family Travel,455959.6666666667
Inu Yasha,456013.0
Switzerland,456032.0
Business,456411.3333333333
Captains of Industry,456411.3333333333
General,456455.28571428574
"Woolf, Virginia",456924.0
General,456924.0
Paperback,456924.0
Substance Abuse,457028.0
Ecology,457276.3
Ecology,457276.3
General,457308.0
"Neels, Betty",457390.0
Economic Conditions,457624.0
Economic Conditions,457624.0
Urban Planning & Development,457723.75
General,457927.8103448276
General,458106.0
Paperback,458106.0
Student Life,458138.4
Lesbian,458417.0
Picture Books,458478.1818181818
"Coelho, Paulo",458592.0
General,459085.3333333333
Metal Work,459819.0
Ghosts,459964.0
"Amis, Kingsley",459964.0
"Pini, Richard",460071.0
"Pini, Wendy",460071.0
Unix,460107.3333333333
Credit Repair,460181.0
Credit Repair,460181.0
General,460651.5
General,460651.5
Literary,461059.36666666664
General,461612.4285714286
Paul,461685.0
General,461745.1666666667
Tapes Under $6,461773.0
Tapes Under $6,461773.0
Tapes Under $6,461773.0
Tapes Under $6,461773.0
Tapes Under $6,461773.0
Tapes Under $6,461773.0
Reference,461949.5
Social Work,462248.0
Religious Warfare,462770.5
Fiction,462926.3333333333
"Christie, Agatha",463782.0
Russia,463797.71428571426
Dictionaries & Terminology,464059.0
Dictionaries & Terminology,464059.0
Dictionaries & Terminology,464059.0
Coloring Books,464124.1
Nonfiction,464208.0
Nonfiction,464208.0
Sea Adventures,464304.0
Stagecraft,464586.0
Italian,464870.0
"Kushner, Lawrence",465364.0
Step 1,465429.0
1800s,465786.0
Illustration,466089.5
Protestant,466622.0
History & Criticism,467010.0
Fiction,467035.0
Old Testament,467112.5
Programming Languages,467163.0
Cinderella,467526.0
General,467818.4
Democracy,467946.71428571426
General,468526.3333333333
Physiology,468858.75
Physiology,468858.75
RVs,469253.0
General,469449.5
Differential Equations,469456.0
Differential Equations,469456.0
General,469717.21428571426
Ages 4-8,469746.5
Ribbons,470112.0
Spanish,470312.6666666667
Racing,470585.14285714284
Database Management Systems,470881.125
History & Theory,470997.05263157893
1945 - Present,471101.6666666667
The Deitels,471112.0
Computers & Internet,471112.0
Caribbean & West Indian,471202.0
Encryption,471292.6666666667
Safety & First Aid,472088.8333333333
"Wittlinger, Ellen",472340.0
Superheroes,472567.5
General,472643.3333333333
General,472643.3333333333
Options,472885.3333333333
Options,472885.3333333333
Human,473167.5714285714
History of Technology,473185.0
"Dostoevsky, Fyodor",473188.0
Motivational,473239.85714285716
Motivational,473239.85714285716
Osborne-McGraw-Hill,473380.0
High School,474058.6
General,474175.0
Senegal,474298.0
General,474654.0
Istanbul,474730.0
Istanbul,474730.0
Dictionaries,475074.5
"Plays, Skits & Musicals",475154.0
Physical Medicine & Rehabilitation,475210.5
Physical Medicine & Rehabilitation,475210.5
General,475271.0
Paperback,475271.0
Fashion,475289.0
Step 3,475619.0
General,476095.48
Human Resources & Personnel Management,476116.55555555556
Human Resources & Personnel Management,476116.55555555556
General,476418.5
New Testament,476489.0
Preschool & Kindergarten,476650.0
Pictorial,476984.6666666667
Pictorial,476984.6666666667
General,478303.0
"Crispin, A.C.",478375.0
"Norton, Andre",478375.0
Writing Skills,478567.8888888889
Pastoral Counseling,479083.75
King Arthur,479102.3333333333
Research,479841.0
Human Geography,479869.5
Biotechnology,480526.6666666667
Psychology,480529.0
Fiction,480611.0
Holidays & Festivals,480611.0
Prehistoric,481249.0
Jazz,481642.0
Music,481642.0
Film,481642.0
Music,481642.0
Film,481642.0
General,481644.71428571426
General,481716.0
Chicken Soup for the Soul,481716.0
History of Science,482514.7272727273
General,482700.5
College Entrance,482951.5
Political,483176.1666666667
General,483907.5
General,484010.2
Programming,484362.0
Ethics & Morality,484395.4285714286
"Maintenance, Repair & Upgrading",484539.0
PCs,484539.0
General,484539.0
General,484539.0
"Stout, Rex",484655.5
Fairy Tales,484694.5
General,484696.4
General,484888.85714285716
General,484888.85714285716
Swing Jazz & Big Band,485169.0
Adult Fiction,485235.3333333333
General,485801.2
General,485802.3333333333
Reference,485924.5
Europe,486079.0
General,486079.0
Europe,486079.0
General,486079.0
Peru,486177.0
Peru,486177.0
General,486239.92307692306
General,486407.8771929825
Jurisprudence,486592.3333333333
Jurisprudence,486592.3333333333
General,486830.6875
General,486935.5
African-American Studies,487146.75
Windows - General,488459.8333333333
Windows - General,488459.8333333333
General,488706.0
Theory,488947.6
Theory,488947.6
Ages 9-12,489469.8888888889
African American,490078.0
Egypt,490290.8333333333
General,490290.8333333333
General,490311.85714285716
Love & Romance,490468.45454545453
Popular Culture,491713.29411764705
Directors,491900.0
Fiction,492077.8333333333
General,492127.4
General,492672.4375
General,492686.4
Personal Transformation,492978.6153846154
19th Century,493005.1666666667
Families & Marriage,493484.0
Leaders,493780.0
"Reagan, Ronald",493780.0
Reference,494285.6
Jazz,494659.6666666667
"Escher, Rudolf",495213.0
Probability & Statistics,495486.4666666667
French,495710.0
Grammar,496016.6666666667
Bridge,496047.3333333333
General,496240.0
Que,497361.0
General,497905.25
Fiction,497930.3333333333
Sociology,498059.25
Domestic Life,498275.0
General,498713.71428571426
General,499323.3333333333
Manager's Guides to Computing,499363.75
Manager's Guides to Computing,499363.75
Fashion Design,499570.0
Commercial,499570.0
Horror,499889.0
Other,500145.0
Chamber Music,500797.0
"Heald, Cynthia",501274.0
Personal Hygiene,501409.75
United States,501586.6
Modelling,502085.0
General,502103.1111111111
General,502103.1111111111
Classics,502159.884057971
History,502572.26666666666
General,502839.85714285716
Religion,502983.6666666667
India,503141.3333333333
"Sears, Dr. William",503212.0
Sleep,503212.0
General,503285.28571428574
General,503384.35714285716
General,503536.5
Communism & Socialism,503877.5
General,504022.05555555556
Computer Mathematics,504924.5
Occupational Therapy,505167.0
Occupational Therapy,505167.0
Consumerism,505898.5
Consumerism,505898.5
"Franklin, Benjamin",506171.5
General,506331.44444444444
General,506396.74418604653
CDs Under $7,506510.0
CDs Under $7,506510.0
CDs Under $7,506510.0
General,506550.1111111111
Movie Tie-Ins,506711.875
Historiography,507402.0
"Luther, Martin",507444.0
General,507563.90789473685
"Wolf, Leonard",507732.0
Reference,507732.0
19th Century,507732.0
Rodeos,508397.0
Tourist Destinations & Museums,508670.6
Tourist Destinations & Museums,508670.6
General,508695.6216216216
Dalai Lama,508769.0
"Dalai, Lama",508769.0
For Beginners,508805.0
Casual Users,508805.0
For Beginners,508805.0
Casual Users,508805.0
Cold Fusion,508873.5
General,508949.1590909091
African-American,509450.5
General,509821.0
Celtic & British Isles,509994.0
Celtic,509994.0
Health & Stress,511124.0
Stress & Health,511124.0
Portraits,511145.0
Portraits,511145.0
General,511224.1666666667
Magic,511655.0
General,511850.3333333333
General,511850.3333333333
Policy,512005.2
Anthologies,512108.0
Footprint Handbooks,512329.5
Footprint Handbooks,512329.5
Research,512352.3333333333
General,512474.4285714286
Research,512549.0
Experiments & Projects,512549.0
Methodology & Statistics,512549.0
True Crime,512978.25
General,513027.0
Sports Compilations,513027.0
"Inkpen, Mick",513436.0
Kipper,513436.0
General,513518.6666666667
Parenting,513541.0
"Wells, Rosemary",514180.0
"Angelou, Maya",514313.3333333333
Game Theory,514414.0
Game Theory,514414.0
General,514472.0
General,514472.0
General,514489.8
"Okuda, Hitoshi",514947.0
America,515622.6
General,515635.7368421053
Investments,515784.28571428574
Investments,515784.28571428574
Ethics,515813.1666666667
General,515983.44
General,515999.5833333333
General,516133.6976744186
Epic,516389.6
French,516489.75
Residential,516496.5
United States,516496.5
General,516679.76699029125
Unabridged,517032.3333333333
Haggadah,517186.5
Greek,517330.0
Gay,517492.5
C#,517864.0
Personal Transformation,518014.8333333333
Stories,518101.6
Circuit Components,518630.0
General,518724.0
Lent,518724.0
Inspirational,519258.15555555554
General,519571.0
19th Century,520592.6666666667
General,521090.4666666667
General,521596.3333333333
General,521596.3333333333
General,521647.0
Stenciling,521787.5
General,521914.0
"Trollope, Anthony",522109.0
"Trollope, Anthony",522109.0
Royalty,522227.3333333333
General,522633.1666666667
General,523027.25
Operating Systems,523239.5
"Churchill, Winston",523385.3333333333
"Churchill, Winston",523385.3333333333
General,523459.3333333333
Marriage,523727.76923076925
Psychoanalysis,523775.71428571426
"Lewis, C.S.",524774.0
The Chronicles of Narnia,524774.0
"Lewis, C.S.",524774.0
"Lewis, C. S.",524774.0
Classics,524774.0
Fantasy,524774.0
Statistics,525063.0
Synonyms & Antonyms,525221.0
"Bevarly, Elizabeth",525558.0
"Lucas, George",525587.0
General,525777.5555555555
"Edwards, Cassie",526311.0
Culinary Arts & Techniques,526953.0
Angels,527484.8333333334
General,527579.1803278689
Abuse,527845.0
Elections,528239.0
Gender & the Law,528344.5
Gender & the Law,528344.5
"Cochran, Molly",528618.0
General,528667.1176470588
Murder & Mayhem,528903.4
Passover,528973.0
Neuropsychology,529018.4
"Thoreau, Henry David",529075.0
Redwall,529399.5
"Jacques, Brian",529399.5
Glass & Glassware,529521.5
High School,529842.25
General,530103.5
General,530645.5
Soups & Stews,530660.0
Benin,530690.0
African-American & Black,530987.5384615385
Reference,531115.0
Fertility Books,531639.5
Futurology,531655.0
Action & Adventure,532312.5909090909
General,532398.3333333334
General,532398.3333333334
International,532915.5
Dictionaries,533521.0
1980's,534054.0
Guides & Reviews,534263.6666666666
Dolls,534295.5
"Niles, Douglas",534298.0
Dragonlance,534298.0
New York City,534467.0
United States,534467.0
United States,534467.0
New York City,534467.0
Talmud,534690.0
Talmud,534690.0
"Freedman, Russell",535188.0
Essays & Commentary,536420.0
Adventure,536715.0
Embroidery,536747.25
"Artists, Architects & Photographers",536854.1428571428
Property,538303.6666666666
Property,538303.6666666666
Reptiles & Amphibians,538414.0
Reptiles & Amphibians,538414.0
Jewish Life,538447.7
Nonfiction,538484.0
New England,538498.0
New England,538498.0
"Nix, Garth",538726.0
Fiction,538790.5
Budget Travel,538921.0
Budget Travel,538921.0
General,539222.5
Financial Aid,539489.5
Rape,539577.5
Neuroscience,539696.75
Neuroscience,539696.75
Pacific Islands,539899.0
Pacific Islands,539899.0
"Johnson, Luke Timothy",540215.0
Spiritual,540302.5
Cocina,541227.5
Study,541348.1666666666
Privacy,541813.75
Privacy,541813.75
Automotive,542011.3333333334
General,542014.6666666666
Authors,542141.1724137932
"Craig, Philip",542512.0
Legal Profession,543015.75
Discographies & Buyer's Guides,543056.0
Women,543057.0294117647
General,543157.0
Seattle,543157.0
General,543157.0
Seattle,543157.0
Great Britain,543375.0
Great Britain,543375.0
Web Multimedia,543390.0
Men's Adventure,543513.5
Educators,543852.0
"Psychotherapy, TA & NLP",543956.7857142857
Criticism,543989.5
General,544052.619047619
Philosophy,544380.0
Law Enforcement,544446.0
French,545029.0
Ayurveda,545145.0
Creative Visualization,545145.0
General & Pre-Columbus,545147.3333333334
Vampires,545883.0
Native American,545960.5
Photography,546127.0
Renaissance,546450.0
Hunting,546538.5
General,546752.3846153846
General,546851.7
General,546851.7
General,547046.6666666666
Historical,547241.0
General,547277.4
Garden Furnishings,547446.0
Terence Conran,547446.0
General,548279.0
General,548317.0
General,548317.0
General,548804.0
New Testament,548858.3333333334
Tibetan,548860.8
Psychotherapy,548877.3333333334
Mammals,548949.125
Furniture & Carpentry,549039.0
Otolaryngology,549142.0
Oral & Maxillofacial,549142.0
Plastic & Cosmetic,549142.0
Plastic,549142.0
Otolaryngology,549142.0
Oral & Maxillofacial,549142.0
Trivia,549563.0
Violence in Society,549723.0
Number Systems,549766.0
Number Systems,549766.0
Hackers,550004.0
Hackers,550004.0
Medical Ethics,550121.0
Medical Ethics,550121.0
General,550460.0
U.S.,550489.9
Specific Styles,550615.4
Science Fiction,551523.3333333334
History & Criticism,552116.7272727273
Colors,552146.6
Colors,552146.6
Essays & Writings,552504.75
Cell Biology,552642.3333333334
Cell Biology,552642.3333333334
Strings,553023.75
Trigonometry,553171.0
Trigonometry,553171.0
General,553174.0
"Mysteries, Espionage, & Detectives",553450.1333333333
Biography,553504.6666666666
Biography,553504.6666666666
Fiction,553691.6666666666
General,553719.6666666666
19th Century,553808.3333333334
"Chekhov, Anton",553938.0
Sermons,554997.5
General,555032.2
Screenwriting,555746.6666666666
General,556175.5
General,556175.5
Science & Nature,556284.0
Science & Nature,556284.0
"Walsch, Neale Donald",557414.0
General,557437.5
Nonfiction,558018.0
English (All),558460.9090909091
Maps,558530.5
Maps,558530.5
Memoirs,558766.9285714285
"Feintuch, David",558900.0
Education,559102.0
Administration,559102.0
Education,559102.0
European,559192.3333333334
Fiction,559377.8
Ecumenism,559395.0
Study,559685.8
Notes,559901.5
General,559919.0
Unabridged,559962.4
Block Calendars,560053.0
Newspapers & Magazines,560453.0
Venezuela,560730.0
Venezuela,560730.0
Medieval,561225.0
Sewing,561293.0
Sports Psychology,562572.0
Art,562745.5
AutoCAD,563017.25
Olympic Games,564606.6666666666
Kayaking,564833.0
Kayaking,564833.0
Brain Cancer,566294.0
General,566489.8
Guides,566662.8888888889
Guides,566662.8888888889
General,567123.5555555555
General,567573.0
New King James,568020.0
Bike Repair,568265.0
"Philbrick, Rodman",568607.0
Weight,568607.0
Criticism,569120.1
Study,569323.0
General,569646.0
General,569646.0
Fiction,569665.3333333334
Research,569694.6666666666
Greek & Roman,569846.5
Greek & Roman,569846.5
Labor Policy,570209.3333333334
Labor Policy,570209.3333333334
"Daley, Brian",570538.0
Rheumatology,571169.6
Rheumatology,571169.6
Topical,571186.4285714285
Fiction,571276.8333333334
General,571474.7142857143
General,571648.2222222222
General,572258.1428571428
General,572514.7157894737
General,572658.0
Lesbian Studies,573074.5
Bilingual,573373.0
Latin,573373.0
General,573385.25
Preaching,573525.4
Photojournalism,573836.3333333334
Photojournalism,573836.3333333334
General,574467.3333333334
General,574467.3333333334
Football,574742.0
Religious,574799.0
Music,575089.0
Travel,575226.0
Motor Sports,575682.4444444445
History,576272.0
Memphis,576365.0
Memphis,576365.0
Social Psychology & Interactions,576510.8333333334
Sales,576781.0
Sales,576781.0
General,577228.3480662983
General,577228.3480662983
Russian,578001.0
Piano,578158.1818181818
"Munsch, Robert",579035.0
General,579101.5
Intranets,579119.5
SQL Server,579406.3333333334
Spanish,579525.5
"Adler, David A.",579562.5
Physical Impairments,579647.0
Disabled,579647.0
General,579900.0
General,579900.0
General,579900.0
Humorous,579952.0
Health Care Delivery,580233.5
Historical,580251.4848484849
Pop Culture,580397.625
Decoration & Ornament,580455.5
Money Management,580548.0
Money Management,580548.0
Adolescent Psychology,580794.0
Biographies & Memoirs,581140.5
General,581621.0
General,581626.5609756098
Geography,581901.0
General,582026.3333333334
General,582026.3333333334
Analytic,582394.5
Analytic,582394.5
Antiques & Collectibles,582521.0
Treaties,582549.0
General,582579.6666666666
General,582579.6666666666
"Baum, L. Frank",582859.0
General,583195.6666666666
Fluid Mechanics,583255.0
General,583262.3103448276
"Kaiser, Walter",583591.0
General,583625.5
"Shusterman, Neal",584216.0
General,584221.7
Prostate Disease,584224.0
Antennas & Radar,584346.5
Political Parties,584553.0
Folklore,585150.0
Neuroanatomy,585165.0
Popular Culture,585842.75
General,585931.5
Special Needs,586340.1666666666
General,586749.6666666666
Woodwinds,587006.0
Ethnic Studies,587025.7272727273
Spy Stories & Tales of Intrigue,587572.6
Poetry,588084.5
"Collections, Catalogues & Exhibitions",588534.7142857143
"Collections, Catalogues & Exhibitions",588534.7142857143
Continental European,588828.0
Byzantine,589632.0
Medieval,589632.0
Medieval,589632.0
General,589865.3333333334
Nonfiction,589928.0
General,590104.7777777778
General,590195.8333333334
General,590289.16
Canada,590744.0
Minnesota & Wisconsin,590744.0
Instructional,590744.0
Canoeing,590744.0
Canoeing,590744.0
Canada,590744.0
Minnesota & Wisconsin,590744.0
General,591108.8
Ministry,591366.1428571428
X-Men,591503.0
"Defalco, Tom",591503.0
Retirement Planning,591523.3333333334
Retirement Planning,591523.3333333334
Word Processing,592328.5
Word Processing,592328.5
General,592346.4
Alternate History,592978.6666666666
General,594572.2777777778
Encyclopedias,594583.0
Pop Culture,594583.0
Television,594583.0
"Adams, John",594682.0
Advanced Mechanics,595131.4285714285
Mechanics,595131.4285714285
Linguistics,595139.8888888889
General,595156.4
General,595156.4
Star-Gazing,596054.3333333334
Aviation,596177.8571428572
General,596369.5789473684
Valentine's Day,596418.5
Christian,597044.9166666666
"Hurd, Clement",597303.0
Goodnight Moon,597303.0
Goodnight Moon,597303.0
Video Games,597808.25
Video Games,597808.25
Video Games,597808.25
"Kelly, Thomas",598499.0
General,598623.6666666666
General,598929.4
Mathematical Physics,599560.0
Quantum Theory,599560.0
Mathematical Physics,599560.0
Quantum Theory,599560.0
General,599732.5833333334
General,600256.2023809524
General,600375.5
Foreign,600533.6666666666
Hispanic,600650.0
Buildings & Construction,600806.8571428572
General,600806.8571428572
General,600820.6153846154
Meditation,600943.6666666666
General,601338.6842105263
20th Century,601340.4
Food Animals,601349.0
Anatomy & Physiology,601349.0
"Staples, Suzanne Fisher",601962.0
Instruction & Study,602237.6
General,602559.0
Economic Conditions,602561.0
Economic Conditions,602561.0
Kabbalah,602712.0
General,603781.8571428572
Arthurian,603845.0
Arthurian,603845.0
Environmental Science,603964.7
Environmental Science,603964.7
Electrical & Electronics,604104.2
Civil Procedure,604214.5
"Moorcock, Michael",604305.0
"Sagan, Carl",604307.0
Ciencia ficción y fantasía,604307.0
Multicultural,604530.8
Fiction,604800.5
Mid Atlantic,604832.75
Mid Atlantic,604832.75
"Cook, James",605107.0
General,605260.5
Audiology & Speech Pathology,605680.0
Audiology & Speech Pathology,605680.0
General,606761.5714285715
Quickbooks,606802.0
Quickbooks,606802.0
Quickbooks,606802.0
Asian,607168.6
Radio Shows,607961.0
Anthologies,607961.0
Precious Metals,607982.0
General,608347.5
General,608725.5384615385
General,608725.5384615385
Honolulu,608951.0
Oahu,608951.0
Honolulu,608951.0
Oahu,608951.0
Safety & Health,609269.0
Safety & Health,609269.0
Diagnostic Imaging,609303.5
Diagnostic Imaging,609303.5
Asia,609851.0
Exploring,609851.0
Asia,609851.0
Exploring,609851.0
Crafts for Children,610111.0
Semiotics,610295.6666666666
Fiction,610723.8333333334
Modern,610846.3333333334
General,611130.6369863014
General,611391.75
Generative Organs,611665.0
Reference,612087.0
General,612339.2727272727
Biochemistry,613011.6666666666
General,613084.0833333334
General,613199.0
Reference,613353.6
Chinese,613521.0
Language Experience Approach,613788.0
Sexual Abuse,614064.5
Marriage & Family,614149.8571428572
Blue Guide,614340.0
General,614340.0
General,614340.0
Blue Guide,614340.0
Spanish,614354.0
General,614436.4444444445
Voice,614461.8
General,614695.6666666666
"Kipling, Rudyard",615634.6666666666
General,615899.25
General,615899.25
General,616218.6666666666
Finance,616295.0
Sierra Leone,616401.0
Sierra Leone,616401.0
California,616825.0
Monterey,616825.0
Central America & Mexico,616825.0
California,616825.0
Central America & Mexico,616825.0
Monterey,616825.0
Digital Photography,616828.0
General,616979.2352941176
Popular Economics,616979.2352941176
General,617222.5
Zen Philosophy,617469.5
Little House,617472.25
"Wilder, Laura Ingalls",617472.25
General,617557.0
Devotionals,617821.2142857143
Silhouette Special Edition,617901.0
Biographies & Memoirs,618429.0
"Bush, George",618429.0
Insiders,619245.0
Central,619245.0
General,619245.0
Insiders,619245.0
Central,619245.0
General,619245.0
History of Religion,619410.3333333334
Fiction,619765.1538461539
Fiction,619980.5
Fiction,619980.5
General,621012.6
General,621097.5
General,621097.5
Macroeconomics,622015.0
Macroeconomics,622015.0
General,622396.1142857143
General,622451.1111111111
College,622487.7777777778
Cosmology,622751.0
Universe,622751.0
Cosmology,622751.0
Non-Euclidean Geometries,623771.0
Non-Euclidean Geometries,623771.0
Geometry,623771.0
Statistics,624031.2
Statistics,624031.2
Data Warehousing,624369.0
General,624488.4
Pew Bibles,624743.0
General,624868.0714285715
Old West,624971.25
General,625496.0769230769
Punk,625684.0
History,625914.3333333334
Eschatology,627159.0
Religious,627380.5
General,627476.3333333334
General,627476.3333333334
Painting,627520.0
General,627986.5
General,627986.5
Dark Horse,629019.0
General,629170.4
General,629369.0
General,629369.0
Techniques,629915.6666666666
Techniques,629915.6666666666
General,629926.1052631579
General,630574.4444444445
Anthologies,631181.0
"James, Henry",631862.0
"James, Henry",631862.0
Astronomy,631996.0
Astronomy,631996.0
Research,632294.6666666666
Dutch,632525.0
Christmas & Hanukkah,632537.0
Public Health,632571.8333333334
Public Health,632571.8333333334
Fiber Optics,632825.0
Hermeneutics,634048.0
Gifts,634113.8888888889
Home & Community Care,634275.0
International,634400.0
Musculoskeletal Diseases,634804.75
African American,635212.0
Rocks & Minerals,635667.0
Rocks & Minerals,635667.0
Fiction,635952.4
Family Activities,636016.5
Holistic Medicine,636110.0
General,636388.5
CNA,636517.0
General,636533.0833333334
"Sanders, Lawrence",636639.0
"Sanders, Lawrence",636639.0
"Jackson, Michael",636683.0
Activities & Toys,636761.3333333334
Photo Essays,637442.75
Photo Essays,637442.75
General,637582.3333333334
Reference,637969.75
Educational Psychology,638128.5
Nonfiction,638315.5
Crafts & Hobbies,638591.75
Puns & Wordplay,638742.0
General,639344.1428571428
Eastern Philosophy,639344.1428571428
Vocabulary,639405.0
Atlases,639429.3333333334
Atlases,639429.3333333334
Native American,639639.0
Devotionals,640139.375
Prayer,640176.0
General,640176.0
"Dailey, Janet",640548.0
"Kleinsasser, Lois",641601.0
Silhouette Desire,641601.0
Inspirational,641862.0
"Davies, Robertson",641872.0
"Davies, Robertson",641872.0
Golf,642032.0
"Hogan, Ben",642032.0
General,642266.0
General,642266.0
Archaeology,642385.7
Tax Planning,643491.0
Tax Planning,643491.0
Action & Adventure,643878.1538461539
Genetics,644389.25
Genetics,644389.25
"Stine, R. L.",645067.3333333334
"Stine, R. L.",645067.3333333334
Emigration & Immigration,645372.0
Nutshell,645532.0
General,646230.4615384615
General,646230.4615384615
Fiction,646275.0
Fiction,646320.0
"Godwin, Gail",646320.0
Fiction,646320.0
Weather,646774.0
Clip Art,647104.75
South,647143.0
Marvel,647391.0
Customs & Traditions,647600.6363636364
General,647652.25
General,647652.25
Railroads,648196.0
Pictorial,648196.0
Sports Medicine,648484.0
Network Security,648994.1428571428
Multiple Sclerosis,649727.5
Mystery & Thrillers,649863.5
General,649870.2
Company Profiles,650328.0
Company Profiles,650328.0
Sybex,650373.5
General,650426.9814814815
Legal System,650896.6666666666
Greek & Roman,651007.0
Comparative Religion,651652.3684210526
Switzerland,651782.0
Switzerland,651782.0
Labor & Industrial Relations,651975.3333333334
Psychology,652118.0
Psychology,652118.0
"Watt, Evans Lawrence",652156.0
"Lisle, Holly",652450.0
Depression,652939.1666666666
Social Services & Welfare,653463.3333333334
Furniture,653609.0
Bridges & Routers,653963.0
Workbooks,653963.0
Cisco,653963.0
Non-religious,653964.3333333334
Painting,654183.6666666666
Multicultural,654407.0
Arabesque,654407.0
General,654964.4
General,654966.0
General,654966.0
"Hillerman, Tony",655437.0
"Hillerman, Tony",655437.0
CGI Programming,655573.0
General,655602.75
Greek,655825.0
Management,656385.0
Management,656385.0
"Oke, Janette",656443.0
General,657145.0
Cross-Stitch,657270.3333333334
Pictorial,657721.0
Love & Romance,657916.0
Love & Romance,657916.0
General,658218.0
"Gilman, Dorothy",658769.0
"Gilman, Dorothy",658769.0
General,659239.0
Paperback,659239.0
Software Design,660374.4285714285
Software Design,660374.4285714285
Software Design,660374.4285714285
United States Civil War,660883.0
"Steel, Danielle",661669.0
Management Science,662043.5
Management Science,662043.5
Cardiology,663541.8
Visionary Fiction,663756.0
Quantity,663829.0
African,663958.0
Zen,664501.0
Running & Jogging,664717.0
Running & Jogging,664717.0
Marathons,664717.0
"Burnett, Frances Hodgson",664872.0
Spirits,665383.5
Duets,666046.0
"Jolivet, André",666046.0
General,666074.0
General,666074.0
General,666347.2
Church Administration,667219.0
Legal Profession,667627.3333333334
Irish,669021.6666666666
CPA,669084.0
Blues,670188.0
Military Science,670386.7272727273
Cultural,670425.4761904762
"Swindoll, Charles",671448.0
General,671779.25
General,672950.4
Labor & Industrial Relations,673378.2
Labor & Industrial Relations,673378.2
Angelology,673392.5
Wills,673424.5
Arts & Photography,673481.6666666666
General,673485.8814814815
Modern Renaissance,673580.0
Buddha,673735.5
1800s,674033.6666666666
General,674724.4
General,674724.4
General,674724.4
Directories,675184.25
General,675566.325203252
European,675708.5
Fiction,676357.0
Technical,677366.0
General,677775.8181818182
General,677869.4117647059
Northern Ireland,679659.0
Northern Ireland,679659.0
Gerontology,680790.0
Dot to Dot,681005.0
General,681176.0
Opposites,681686.5
Opposites,681686.5
Bankruptcy,681999.0
Networking,682481.8
General,683313.0
General,683313.0
Networking,683401.0
Local Area Networks,683401.0
"Graham, Heather",683437.0
The Boxcar Children,683925.3333333334
General,684530.5
Landscape,684850.6
General,685256.3333333334
Applied Psychology,685810.0
Calligraphy,685993.0
General,686393.5625
Saints,686697.2
General,686943.0
General,687516.28125
English (American),688253.5
Large Print,688314.0
Hurricanes,689137.0
Discrete Mathematics,689556.0
Discrete Mathematics,689556.0
International,690680.125
International,690680.125
Quotations,690972.5
Classics,691356.0
Astrophysics & Space Science,691626.4
Astrophysics & Space Science,691626.4
Fiction,691744.0
General,691818.0
Economic Policy & Development,691899.1538461539
Economic Policy & Development,691899.1538461539
General,692240.75
Women's Issues,692732.5
Personality,692888.3333333334
"Taylor, Mildred",693879.5
Social Work,694181.5
History,694343.5
History,694343.5
General,694436.5
Latin American,695029.0
Media Studies,695207.25
20th Century,696144.8571428572
MCSE,696202.0
Meteorology,697722.5
Europe,698520.0
"McKinley, Robin",698520.0
Chess,698951.25
Western,698978.5
Molecular Biology,699402.75
Molecular Biology,699402.75
"Lowell, Elizabeth",699741.0
"Gould, Judith",699878.0
Reference,701304.0
Time,701554.0
Time,701554.0
General,701760.6
General,701840.125
International Security,702163.2
Health Risk Assessment,702194.0
Health Risk Assessment,702194.0
Schubert,702864.0
Early Romantic,702864.0
Piano,702864.0
Religious,703119.75
Board Books,704176.7368421053
Mystery,704918.1111111111
Natural Resources,705794.75
Natural Resources,705794.75
"Fitch, Sheree",705933.0
Pharmacy,706603.0
Pharmacy,706603.0
General,706809.0
Paperback,706809.0
Cellular Communications,707073.0
Wireless Communications,707073.0
Apes & Monkeys,707331.0
Feminist,707955.0
"Estleman, Loren",708326.0
Horoscopes,709415.6666666666
Tibet,710400.0
Romance,710451.5
"Weinberg, Robert",710862.0
Nonfiction,710908.0
Women,711084.5
Direction & Production,711151.8333333334
Urban Design,711489.0
Epistemology,711707.8
General,711852.04
Political,711960.5714285715
Naval,712164.0
"Grant, Charles",712398.0
Nonfiction,712682.0
Fashion,713065.0
Fashion,713065.0
Quantitative Business,713659.0
Asia,713764.0
General,713802.9565217391
Medical History & Records,714135.0
Medical History & Records,714135.0
History,714697.5714285715
Communication,715896.75
Humor,716036.0
General,716429.5
General,716429.5
Fiction,717086.5
Nonfiction,717475.0
General,717781.5
General,717781.5
Primatology,717892.0
Primatology,717892.0
Study & Teaching,717924.0
General,718245.1428571428
General,718245.1428571428
Industry,718371.0
Networks,718424.9090909091
General,718425.0714285715
Environmentalism,718786.0
Security,719657.7142857143
Security,719657.7142857143
Anthologies,720950.8333333334
Guides & Reviews,721068.0
CNE,721320.5
Novell,721320.5
Novell Netware,721320.5
Board Books,722134.2
Dreams,722216.0
Web-Based Education,722243.6666666666
Web-Based Education,722243.6666666666
Terrorism,722783.6666666666
September 11,722783.6666666666
Fruits,724141.3333333334
Media Studies,724161.25
Reference,725514.0
General,725643.5
State & Local,725646.1818181818
General,725752.5263157894
Short Story Collections,725988.25
Japan,726829.0
